index,customerid,Recency,Frequency,Monetary,R_log,F_log,M_log,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Customer_Segment,Cluster,Cluster_Label
210,13113.0,1,24,12245.96,0.6931471805599453,3.218875824868201,9.41303302190997,5,5,5,555,15,Champions,1,Champions
211,13115.0,12,4,2294.78,2.5649493574615367,1.6094379124341005,7.73882793403321,5,4,5,545,14,At Risk,2,Potential Loyals
212,13116.0,138,1,501.14,4.934473933130692,0.6931471805599453,6.218878965272838,2,1,3,213,6,Potential Loyalists,0,Loyal Base
213,13117.0,22,8,984.91,3.1354942159291497,2.19722457733622,6.893565072546089,4,5,4,454,13,At Risk,2,Potential Loyals
214,13118.0,20,5,1197.81,3.044522437723423,1.791759469228055,7.089084677082725,4,4,4,444,12,At Risk,2,Potential Loyals
215,13120.0,239,1,30.6,5.480638923341991,0.6931471805599453,3.4531571205928664,1,1,1,111,3,Lost,0,Loyal Base
216,13121.0,269,1,283.73,5.598421958998375,0.6931471805599453,5.6515413628105104,1,1,2,112,4,Lost,0,Loyal Base
217,13122.0,94,2,922.39,4.553876891600541,1.0986122886681098,6.828051680471256,2,2,4,224,8,Potential Loyalists,2,Potential Loyals
218,13124.0,90,3,3756.33,4.51085950651685,1.3862943611198906,8.231463877756003,2,3,5,235,10,At Risk,2,Potential Loyals
219,13126.0,5,8,2099.64,1.791759469228055,2.19722457733622,7.6499973391858,5,5,5,555,15,Champions,1,Champions
220,13127.0,78,1,259.17,4.3694478524670215,0.6931471805599453,5.561335263505108,2,1,2,212,5,Potential Loyalists,0,Loyal Base
221,13130.0,94,1,64.0,4.553876891600541,0.6931471805599453,4.174387269895637,2,1,1,211,4,Potential Loyalists,0,Loyal Base
222,13131.0,23,3,1073.3,3.1780538303479458,1.3862943611198906,6.979424565672496,4,3,4,434,11,At Risk,2,Potential Loyals
223,13132.0,262,1,77.3,5.572154032177765,0.6931471805599453,4.360547602996758,1,1,1,111,3,Lost,0,Loyal Base
224,13133.0,274,2,109.8,5.616771097666572,1.0986122886681098,4.707726774313183,1,2,1,121,4,Potential Loyalists,0,Loyal Base
225,13134.0,86,4,1793.58,4.465908118654584,1.6094379124341005,7.492526290257111,2,4,4,244,10,At Risk,2,Potential Loyals
226,13135.0,197,1,3096.0,5.288267030694535,0.6931471805599453,8.038189179973203,1,1,5,115,7,Lost,2,Potential Loyals
227,13136.0,56,5,2607.61,4.04305126783455,1.791759469228055,7.866572791402729,3,4,5,345,12,At Risk,2,Potential Loyals
228,13137.0,11,8,3603.29,2.4849066497880004,2.19722457733622,8.189880081639725,5,5,5,555,15,Champions,1,Champions
229,13138.0,22,6,962.39,3.1354942159291497,1.9459101490553128,6.870458314237744,4,5,4,454,13,At Risk,2,Potential Loyals
230,13139.0,16,7,5064.9400000000005,2.833213344056216,2.079441541679836,8.530294986827844,4,5,5,455,14,At Risk,1,Champions
231,13140.0,108,3,422.47,4.691347882229144,1.3862943611198906,6.048482673330305,2,3,2,232,7,At Risk,0,Loyal Base
232,13141.0,85,5,2388.75,4.454347296253507,1.791759469228055,7.778944036943872,2,4,5,245,11,At Risk,2,Potential Loyals
233,13142.0,19,1,307.09000000000003,2.995732273553991,0.6931471805599453,5.7303919480814,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
234,13144.0,333,1,110.95,5.811140992976701,0.6931471805599453,4.718052343044764,1,1,1,111,3,Lost,0,Loyal Base
235,13145.0,40,4,618.52,3.713572066704308,1.6094379124341005,6.428944984648157,3,4,3,343,10,At Risk,2,Potential Loyals
236,13146.0,26,1,228.91,3.295836866004329,0.6931471805599453,5.437687927995845,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
237,13147.0,10,4,712.8,2.3978952727983707,1.6094379124341005,6.57060281105606,5,4,3,543,12,At Risk,3,Lost/Inactive
238,13148.0,29,12,3683.26,3.4011973816621555,2.5649493574615367,8.211824970346322,4,5,5,455,14,At Risk,1,Champions
239,13149.0,14,4,1676.06,2.70805020110221,1.6094379124341005,7.424797539358498,4,4,4,444,12,At Risk,2,Potential Loyals
240,13151.0,296,1,1257.87,5.6937321388027,0.6931471805599453,7.1379697721602025,1,1,4,114,6,Lost,0,Loyal Base
241,13153.0,6,1,486.22,1.9459101490553128,0.6931471805599453,6.188715766456242,5,1,3,513,9,Others,3,Lost/Inactive
242,13155.0,33,4,971.76,3.5263605246161616,1.6094379124341005,6.880137391945464,4,4,4,444,12,At Risk,2,Potential Loyals
243,13157.0,49,4,1741.22,3.912023005428146,1.6094379124341005,7.462915441057162,3,4,4,344,11,At Risk,2,Potential Loyals
244,13158.0,95,4,1201.06,4.564348191467836,1.6094379124341005,7.091792030654675,2,4,4,244,10,At Risk,2,Potential Loyals
245,13159.0,9,4,1429.35,2.302585092994046,1.6094379124341005,7.26567444855103,5,4,4,544,13,At Risk,2,Potential Loyals
246,13160.0,22,1,91.8,3.1354942159291497,0.6931471805599453,4.530446639792155,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
247,13161.0,313,1,112.75,5.749392985908253,0.6931471805599453,4.73400305783106,1,1,1,111,3,Lost,0,Loyal Base
248,13162.0,122,4,1688.29,4.812184355372417,1.6094379124341005,7.432063601299488,2,4,4,244,10,At Risk,2,Potential Loyals
249,13165.0,46,2,1021.48,3.8501476017100575,1.0986122886681098,6.929986327823459,3,2,4,324,9,Potential Loyalists,2,Potential Loyals
250,13166.0,283,1,417.2,5.648974238161206,0.6931471805599453,6.035959786994534,1,1,2,112,4,Lost,0,Loyal Base
251,13167.0,19,4,779.33,2.995732273553991,1.6094379124341005,6.659716907134908,4,4,3,443,11,At Risk,2,Potential Loyals
252,13168.0,36,4,1299.59,3.610917912644224,1.6094379124341005,7.170573286646459,3,4,4,344,11,At Risk,2,Potential Loyals
253,13169.0,64,2,712.88,4.174387269895637,1.0986122886681098,6.570714880987815,3,2,3,323,8,Potential Loyalists,2,Potential Loyals
254,13170.0,27,1,108.81,3.332204510175204,0.6931471805599453,4.698751599609622,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
255,13171.0,22,3,468.41,3.1354942159291497,1.3862943611198906,6.151476586982076,4,3,3,433,10,At Risk,3,Lost/Inactive
256,13173.0,4,2,353.65000000000003,1.6094379124341005,1.0986122886681098,5.871131387648096,5,2,2,522,9,Others,3,Lost/Inactive
257,13174.0,16,3,2738.82,2.833213344056216,1.3862943611198906,7.915647503793551,4,3,5,435,12,At Risk,2,Potential Loyals
258,13176.0,46,1,481.49,3.8501476017100575,0.6931471805599453,6.178960195175666,3,1,3,313,7,Potential Loyalists,3,Lost/Inactive
259,13177.0,65,1,282.45,4.189654742026425,0.6931471805599453,5.6470357407703125,3,1,2,312,6,Potential Loyalists,0,Loyal Base
260,13178.0,26,11,5725.47,3.295836866004329,2.4849066497880004,8.652854564021988,4,5,5,455,14,At Risk,1,Champions
261,13182.0,45,1,121.18,3.828641396489095,0.6931471805599453,4.805495367221621,3,1,1,311,5,Potential Loyalists,0,Loyal Base
262,13183.0,8,9,3957.78,2.19722457733622,2.302585092994046,8.283691175973804,5,5,5,555,15,Champions,1,Champions
263,13184.0,15,10,1667.95,2.772588722239781,2.3978952727983707,7.419949965154366,4,5,4,454,13,At Risk,1,Champions
264,13185.0,268,1,71.4,5.594711379601839,0.6931471805599453,4.282206299391671,1,1,1,111,3,Lost,0,Loyal Base
265,13186.0,40,3,1575.89,3.713572066704308,1.3862943611198906,7.363209831835215,3,3,4,334,10,At Risk,2,Potential Loyals
266,13187.0,337,1,236.02,5.823045895483019,0.6931471805599453,5.468144525760303,1,1,1,111,3,Lost,0,Loyal Base
267,13188.0,11,1,114.6,2.4849066497880004,0.6931471805599453,4.750135956238277,5,1,1,511,7,Others,3,Lost/Inactive
268,13189.0,19,2,260.68,2.995732273553991,1.0986122886681098,5.567122383230129,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
269,13192.0,95,2,911.94,4.564348191467836,1.0986122886681098,6.81667016102037,2,2,4,224,8,Potential Loyalists,2,Potential Loyals
270,13193.0,61,1,112.08,4.127134385045092,0.6931471805599453,4.72809553282539,3,1,1,311,5,Potential Loyalists,0,Loyal Base
271,13194.0,136,1,60.7,4.919980925828125,0.6931471805599453,4.122283930911342,2,1,1,211,4,Potential Loyalists,0,Loyal Base
272,13196.0,11,4,1797.78,2.4849066497880004,1.6094379124341005,7.494863936311281,5,4,4,544,13,At Risk,2,Potential Loyals
273,13198.0,10,6,3401.24,2.3978952727983707,1.9459101490553128,8.132189317204716,5,5,5,555,15,Champions,1,Champions
274,13199.0,4,37,9802.12,1.6094379124341005,3.6375861597263857,9.190455981337472,5,5,5,555,15,Champions,1,Champions
275,13200.0,19,4,870.09,2.995732273553991,1.6094379124341005,6.769745301020691,4,4,3,443,11,At Risk,2,Potential Loyals
276,13203.0,10,4,869.46,2.3978952727983707,1.6094379124341005,6.769021807549381,5,4,3,543,12,At Risk,3,Lost/Inactive
277,13207.0,15,2,250.26,2.772588722239781,1.0986122886681098,5.526488259576272,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
278,13208.0,59,5,1193.17,4.0943445622221,1.791759469228055,7.085206662377146,3,4,4,344,11,At Risk,2,Potential Loyals
279,13209.0,30,8,5891.61,3.4339872044851463,2.19722457733622,8.681454302434092,4,5,5,455,14,At Risk,1,Champions
280,13210.0,94,1,353.48,4.553876891600541,0.6931471805599453,5.8706519268912345,2,1,2,212,5,Potential Loyalists,0,Loyal Base
281,13211.0,10,3,1095.42,2.3978952727983707,1.3862943611198906,6.999805605779951,5,3,4,534,12,At Risk,3,Lost/Inactive
282,13212.0,20,3,786.83,3.044522437723423,1.3862943611198906,6.669282330542903,4,3,3,433,10,At Risk,3,Lost/Inactive
283,13213.0,57,5,1520.58,4.060443010546419,1.791759469228055,7.327504547645857,3,4,4,344,11,At Risk,2,Potential Loyals
284,13216.0,268,1,333.74,5.594711379601839,0.6931471805599453,5.813354111085492,1,1,2,112,4,Lost,0,Loyal Base
285,13217.0,122,3,533.98,4.812184355372417,1.3862943611198906,6.282229363019668,2,3,3,233,8,At Risk,0,Loyal Base
286,13218.0,127,1,62.64,4.852030263919617,0.6931471805599453,4.153242203469586,2,1,1,211,4,Potential Loyalists,0,Loyal Base
287,13220.0,78,4,819.2900000000001,4.3694478524670215,1.6094379124341005,6.7096579362724444,2,4,3,243,9,At Risk,2,Potential Loyals
288,13221.0,240,2,844.86,5.484796933490655,1.0986122886681098,6.740353861278561,1,2,3,123,6,Potential Loyalists,0,Loyal Base
289,13223.0,200,2,163.2,5.303304908059076,1.0986122886681098,5.101085197018328,1,2,1,121,4,Potential Loyalists,0,Loyal Base
290,13224.0,60,2,2152.95,4.110873864173311,1.0986122886681098,7.675058644819247,3,2,5,325,10,Potential Loyalists,2,Potential Loyals
291,13225.0,3,7,6463.84,1.3862943611198906,2.079441541679836,8.774133542253146,5,5,5,555,15,Champions,1,Champions
292,13226.0,273,1,108.21,5.613128106388071,0.6931471805599453,4.693272634209637,1,1,1,111,3,Lost,0,Loyal Base
293,13227.0,202,1,257.7,5.313205979041787,0.6931471805599453,5.555669089191984,1,1,2,112,4,Lost,0,Loyal Base
294,13228.0,81,1,358.0,4.406719247264253,0.6931471805599453,5.883322388488279,2,1,2,212,5,Potential Loyalists,0,Loyal Base
295,13229.0,226,1,160.95,5.424950017481403,0.6931471805599453,5.087287645617338,1,1,1,111,3,Lost,0,Loyal Base
296,13230.0,4,14,2755.63,1.6094379124341005,2.70805020110221,7.921764198172896,5,5,5,555,15,Champions,1,Champions
297,13232.0,13,7,1327.75,2.6390573296152584,2.079441541679836,7.1919939296561575,5,5,4,554,14,Champions,1,Champions
298,13233.0,74,2,605.12,4.31748811353631,1.0986122886681098,6.407077986267962,2,2,3,223,7,Potential Loyalists,0,Loyal Base
299,13235.0,212,1,1031.07,5.3612921657094255,0.6931471805599453,6.939321773198559,1,1,4,114,6,Lost,0,Loyal Base
300,13236.0,24,2,744.85,3.218875824868201,1.0986122886681098,6.614524507599939,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
301,13238.0,17,4,700.73,2.8903717578961645,1.6094379124341005,6.553548714657728,4,4,3,443,11,At Risk,3,Lost/Inactive
302,13239.0,262,1,329.56,5.572154032177765,0.6931471805599453,5.800788185931274,1,1,2,112,4,Lost,0,Loyal Base
303,13240.0,96,4,648.7,4.574710978503383,1.6094379124341005,6.476510717886486,2,4,3,243,9,At Risk,2,Potential Loyals
304,13242.0,112,3,270.40000000000003,4.727387818712341,1.3862943611198906,5.603593747400769,2,3,2,232,7,At Risk,0,Loyal Base
305,13243.0,203,1,585.12,5.318119993844216,0.6931471805599453,6.373524546769825,1,1,3,113,5,Lost,0,Loyal Base
306,13244.0,93,1,121.74,4.543294782270004,0.6931471805599453,4.810068296960951,2,1,1,211,4,Potential Loyalists,0,Loyal Base
307,13245.0,51,1,430.5,3.951243718581428,0.6931471805599453,6.067267510523482,3,1,2,312,6,Potential Loyalists,0,Loyal Base
308,13246.0,18,6,1961.52,2.9444389791664403,1.9459101490553128,7.581984640687438,4,5,5,455,14,At Risk,2,Potential Loyals
309,13247.0,18,4,501.12,2.9444389791664403,1.6094379124341005,6.218839134950008,4,4,3,443,11,At Risk,3,Lost/Inactive
310,13248.0,125,2,465.68,4.836281906951478,1.0986122886681098,6.145643797955656,2,2,3,223,7,Potential Loyalists,0,Loyal Base
311,13249.0,92,3,711.41,4.532599493153256,1.3862943611198906,6.56865358837482,2,3,3,233,8,At Risk,2,Potential Loyals
312,13253.0,157,2,1030.4,5.062595033026967,1.0986122886681098,6.9386723816168585,2,2,4,224,8,Potential Loyalists,2,Potential Loyals
313,13255.0,9,2,399.51,2.302585092994046,1.0986122886681098,5.992738734985712,5,2,2,522,9,Others,3,Lost/Inactive
314,13258.0,12,3,672.83,2.5649493574615367,1.3862943611198906,6.512977853578813,5,3,3,533,11,At Risk,3,Lost/Inactive
315,13259.0,62,1,283.18,4.143134726391533,0.6931471805599453,5.64960784020993,3,1,2,312,6,Potential Loyalists,0,Loyal Base
316,13260.0,61,1,557.62,4.127134385045092,0.6931471805599453,6.325469456665338,3,1,3,313,7,Potential Loyalists,0,Loyal Base
317,13261.0,269,2,944.1,5.598421958998375,1.0986122886681098,6.8512907420010105,1,2,4,124,7,Potential Loyalists,0,Loyal Base
318,13262.0,263,1,200.29,5.575949103146316,0.6931471805599453,5.3047466543129405,1,1,1,111,3,Lost,0,Loyal Base
319,13263.0,1,34,7411.71,0.6931471805599453,3.555348061489413,8.910951373427444,5,5,5,555,15,Champions,1,Champions
320,13265.0,53,5,2092.66,3.9889840465642745,1.791759469228055,7.646669009574865,3,4,5,345,12,At Risk,2,Potential Loyals
321,13266.0,11,12,3834.26,2.4849066497880004,2.5649493574615367,8.251992508113439,5,5,5,555,15,Champions,1,Champions
322,13267.0,3,19,4521.49,1.3862943611198906,2.995732273553991,8.416818006100614,5,5,5,555,15,Champions,1,Champions
323,13268.0,18,10,3152.71,2.9444389791664403,2.3978952727983707,8.056334816561318,4,5,5,455,14,At Risk,1,Champions
324,13269.0,1,15,5343.28,0.6931471805599453,2.772588722239781,8.583782109053482,5,5,5,555,15,Champions,1,Champions
325,13270.0,366,1,590.0,5.905361848054571,0.6931471805599453,6.3818160174060985,1,1,3,113,5,Lost,0,Loyal Base
326,13271.0,37,1,211.49,3.6375861597263857,0.6931471805599453,5.358894928433641,3,1,1,311,5,Potential Loyalists,3,Lost/Inactive
327,13272.0,31,2,276.56,3.4657359027997265,1.0986122886681098,5.626037126031348,4,2,2,422,8,Potential Loyalists,3,Lost/Inactive
328,13273.0,113,1,138.98,4.736198448394496,0.6931471805599453,4.941499555261394,2,1,1,211,4,Potential Loyalists,0,Loyal Base
329,13276.0,64,2,590.9300000000001,4.174387269895637,1.0986122886681098,6.383388384649479,3,2,3,323,8,Potential Loyalists,2,Potential Loyals
330,13277.0,16,4,258.4,2.833213344056216,1.6094379124341005,5.558371271882344,4,4,2,442,10,At Risk,3,Lost/Inactive
331,13278.0,41,1,542.73,3.737669618283368,0.6931471805599453,6.298452800117238,3,1,3,313,7,Potential Loyalists,3,Lost/Inactive
332,13279.0,78,1,137.75,4.3694478524670215,0.6931471805599453,4.932673752626544,2,1,1,211,4,Potential Loyalists,0,Loyal Base
333,13280.0,122,3,798.46,4.812184355372417,1.3862943611198906,6.68393649975286,2,3,3,233,8,At Risk,2,Potential Loyals
334,13282.0,18,3,1132.14,2.9444389791664403,1.3862943611198906,7.032747819149021,4,3,4,434,11,At Risk,2,Potential Loyals
335,13283.0,60,2,93.66,4.110873864173311,1.0986122886681098,4.5502915244781015,3,2,1,321,6,Potential Loyalists,0,Loyal Base
336,13284.0,331,1,201.19,5.805134968916488,0.6931471805599453,5.309207849379209,1,1,1,111,3,Lost,0,Loyal Base
337,13285.0,23,4,2709.12,3.1780538303479458,1.6094379124341005,7.904748193336201,4,4,5,445,13,At Risk,2,Potential Loyals
338,13291.0,156,1,361.11,5.056245805348308,0.6931471805599453,5.8919480330707374,2,1,2,212,5,Potential Loyalists,0,Loyal Base
339,13292.0,39,2,578.94,3.688879454113936,1.0986122886681098,6.362924649913461,3,2,3,323,8,Potential Loyalists,3,Lost/Inactive
340,13294.0,190,2,873.74,5.25227342804663,1.0986122886681098,6.773926699344786,1,2,3,123,6,Potential Loyalists,0,Loyal Base
341,13295.0,360,1,201.2,5.8888779583328805,0.6931471805599453,5.309257306586371,1,1,1,111,3,Lost,0,Loyal Base
342,13296.0,137,1,87.4,4.927253685157205,0.6931471805599453,4.481871969643598,2,1,1,211,4,Potential Loyalists,0,Loyal Base
343,13297.0,8,4,2089.85,2.19722457733622,1.6094379124341005,7.645325960844005,5,4,5,545,14,At Risk,2,Potential Loyals
344,13298.0,1,1,360.0,0.6931471805599453,0.6931471805599453,5.8888779583328805,5,1,2,512,8,Others,3,Lost/Inactive
345,13299.0,268,1,142.5,5.594711379601839,0.6931471805599453,4.966335035199676,1,1,1,111,3,Lost,0,Loyal Base
346,13300.0,169,1,371.89,5.135798437050262,0.6931471805599453,5.921283469984221,2,1,2,212,5,Potential Loyalists,0,Loyal Base
347,13301.0,104,4,600.1899999999999,4.653960350157523,1.6094379124341005,6.398911024340616,2,4,3,243,9,At Risk,2,Potential Loyals
348,13302.0,155,1,63.75,5.049856007249537,0.6931471805599453,4.170533700579648,2,1,1,211,4,Potential Loyalists,0,Loyal Base
349,13304.0,351,1,300.42,5.863631175598097,0.6931471805599453,5.7085046409915305,1,1,2,112,4,Lost,0,Loyal Base
350,13305.0,4,10,2000.86,1.6094379124341005,2.3978952727983707,7.601832027360015,5,5,5,555,15,Champions,1,Champions
351,13307.0,120,1,15.0,4.795790545596741,0.6931471805599453,2.772588722239781,2,1,1,211,4,Potential Loyalists,0,Loyal Base
352,13308.0,23,3,1385.51,3.1780538303479458,1.3862943611198906,7.23454507743516,4,3,4,434,11,At Risk,2,Potential Loyals
353,13309.0,7,5,1456.79,2.079441541679836,1.791759469228055,7.284676869273055,5,4,4,544,13,At Risk,1,Champions
354,13310.0,28,3,1132.03,3.367295829986474,1.3862943611198906,7.032650739053453,4,3,4,434,11,At Risk,2,Potential Loyals
355,13311.0,4,2,598.57,1.6094379124341005,1.0986122886681098,6.396212731621162,5,2,3,523,10,Others,3,Lost/Inactive
356,13313.0,22,5,1555.3200000000002,3.1354942159291497,1.791759469228055,7.35007933912113,4,4,4,444,12,At Risk,2,Potential Loyals
357,13314.0,2,3,775.94,1.0986122886681098,1.3862943611198906,6.655363127308804,5,3,3,533,11,At Risk,3,Lost/Inactive
358,13316.0,37,4,5732.93,3.6375861597263857,1.6094379124341005,8.654156438485995,3,4,5,345,12,At Risk,2,Potential Loyals
359,13317.0,66,6,2273.68,4.204692619390966,1.9459101490553128,7.729594662150938,3,5,5,355,13,At Risk,2,Potential Loyals
360,13318.0,1,3,640.76,0.6931471805599453,1.3862943611198906,6.464214402021743,5,3,3,533,11,At Risk,3,Lost/Inactive
361,13319.0,5,26,10845.55,1.791759469228055,3.295836866004329,9.29160233605445,5,5,5,555,15,Champions,1,Champions
362,13320.0,78,4,1532.2,4.3694478524670215,1.6094379124341005,7.3351123335064,2,4,4,244,10,At Risk,2,Potential Loyals
363,13321.0,72,2,567.36,4.290459441148391,1.0986122886681098,6.342755020769874,2,2,3,223,7,Potential Loyalists,0,Loyal Base
364,13322.0,17,1,199.48,2.8903717578961645,0.6931471805599453,5.300714491147758,4,1,1,411,6,Potential Loyalists,3,Lost/Inactive
365,13323.0,3,5,787.85,1.3862943611198906,1.791759469228055,6.670576188703463,5,4,3,543,12,At Risk,3,Lost/Inactive
366,13324.0,36,10,7121.95,3.610917912644224,2.3978952727983707,8.871077244439467,3,5,5,355,13,At Risk,1,Champions
367,13325.0,82,1,675.3,4.418840607796598,0.6931471805599453,6.516636764580894,2,1,3,213,6,Potential Loyalists,0,Loyal Base
368,13327.0,39,8,3627.77,3.688879454113936,2.19722457733622,8.196649026863438,3,5,5,355,13,At Risk,2,Potential Loyals
369,13328.0,316,1,1308.48,5.75890177387728,0.6931471805599453,7.17738539082617,1,1,4,114,6,Lost,0,Loyal Base
370,13329.0,32,2,789.0,3.49650756146648,1.0986122886681098,6.672032945461067,4,2,3,423,9,Potential Loyalists,3,Lost/Inactive
371,13330.0,93,3,1140.93,4.543294782270004,1.3862943611198906,7.040475092365302,2,3,4,234,9,At Risk,2,Potential Loyals
372,13332.0,14,1,350.90000000000003,2.70805020110221,0.6931471805599453,5.86334704432754,4,1,2,412,7,Potential Loyalists,3,Lost/Inactive
373,13334.0,82,3,3502.32,4.418840607796598,1.3862943611198906,8.161466369296502,2,3,5,235,10,At Risk,2,Potential Loyals
374,13336.0,77,1,795.12,4.356708826689592,0.6931471805599453,6.679749928251019,2,1,3,213,6,Potential Loyalists,0,Loyal Base
375,13338.0,158,1,487.02,5.068904202220232,0.6931471805599453,6.190356388619899,2,1,3,213,6,Potential Loyalists,0,Loyal Base
376,13339.0,201,1,860.12,5.308267697401205,0.6931471805599453,6.758233867538541,1,1,3,113,5,Lost,0,Loyal Base
